time_ms,rss
0,3100672
150,26128384
300,85950464
450,136388608
600,194461696
750,240279552
900,240279552
1051,240279552
1201,240279552
1351,240279552
1501,240279552
1651,240336896
1801,240336896
1952,240336896
2102,240336896
2252,240336896
2402,240336896
2552,240336896
2702,240336896
2852,240336896
3003,238243840
3153,238243840
3303,238243840
3453,237219840
3603,237219840
3753,237219840
3903,236826624
4054,236826624
4204,236826624
4354,236826624
4504,236826624
4654,236826624
4804,236826624
4955,236826624
5105,236826624
5255,236826624
5405,236826624
5555,233041920
5705,233041920
5855,233041920
6006,233041920
6156,233041920
6306,233041920
6456,228167680
6606,228167680
6756,228167680
6906,223424512
7057,223424512
7207,220291072
7357,220291072
7507,217395200
7657,214265856
7807,214265856
7957,210919424
8107,210919424
8258,206655488
8408,206655488
8558,203087872
8708,201412608
8858,201412608
9008,196739072
9158,196739072
9309,191180800
9459,191180800
9609,186376192
9759,186376192
9909,180846592
10059,180846592
10209,176238592
10360,176238592
10510,176238592
10660,171057152
