workload,name,RunTime(ms),Throughput(ops/sec),Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,Return=ERROR,threads,interval
workloada,alaska,4304.0,23234.200743494424,20661.0,43.6354968297759,33.0,22399.0,52.0,94.0,20661.0,29420.0,8,850
workloada,baseline,4201.0,23803.8562247084,20526.0,41.44221962389165,32.0,936.0,59.0,95.0,20526.0,29310.0,8,850
workloada,baseline,4362.0,22925.263640531866,20479.0,44.19571268128327,32.0,19007.0,58.0,81.0,20479.0,29306.0,8,850
workloada,alaska,4496.0,22241.992882562277,20337.0,44.01411220927374,32.0,738.0,52.0,88.0,20337.0,29640.0,16,850
workloada,alaska,4694.0,21303.79207498935,20620.0,46.2827352085354,27.0,1761.0,55.0,87.0,20620.0,29461.0,16,850
workloada,baseline,4437.0,22537.7507324769,20348.0,43.94082956555927,26.0,14743.0,58.0,87.0,20348.0,29698.0,16,850
workloada,baseline,4597.0,21753.317380900586,20730.0,44.75687409551375,32.0,450.0,53.0,79.0,20730.0,29271.0,16,850
workloada,alaska,3519.0,28417.16396703609,20511.0,35.999122422114965,27.0,22559.0,47.0,81.0,20511.0,29492.0,32,850
workloada,alaska,4184.0,23900.57361376673,20474.0,41.79486177591091,26.0,11847.0,68.0,93.0,20474.0,29330.0,32,850
workloada,baseline,4882.0,20483.408439164275,20501.0,49.047363543241794,38.0,21711.0,58.0,90.0,20501.0,29281.0,32,850
workloada,baseline,4584.0,21815.00872600349,20643.0,46.10095431865523,32.0,14311.0,56.0,87.0,20643.0,29448.0,32,850
workloada,alaska,4857.0,20588.840848260243,20578.0,49.91777626591505,35.0,25407.0,55.0,84.0,20578.0,29427.0,1,950
workloada,alaska,4092.0,24437.927663734114,20507.0,41.20007802213878,33.0,14735.0,51.0,83.0,20507.0,29440.0,1,950
workloada,baseline,4207.0,23769.90729736154,20430.0,41.0721977484092,34.0,386.0,51.0,90.0,20430.0,29332.0,1,950
workloada,baseline,4551.0,21973.192704900022,20502.0,45.77675348746464,26.0,22095.0,56.0,86.0,20502.0,29313.0,1,950
workloada,alaska,4374.0,22862.368541380885,20462.0,42.70169093930212,33.0,440.0,53.0,89.0,20462.0,29496.0,2,950
workloada,alaska,3446.0,29019.15264074289,20427.0,33.93116953052333,27.0,503.0,47.0,83.0,20427.0,29506.0,2,950
workloada,baseline,3240.0,30864.197530864196,20462.0,32.61841462222657,25.0,22255.0,45.0,81.0,20462.0,29507.0,2,950
workloada,baseline,3803.0,26295.030239284773,20522.0,37.092681025241205,26.0,9311.0,48.0,81.0,20522.0,29704.0,2,950
workloada,alaska,3336.0,29976.01918465228,20523.0,33.742630219753444,26.0,19167.0,49.0,84.0,20523.0,29488.0,4,950
workloada,alaska,4294.0,23288.30926874709,20395.0,42.19946065212062,28.0,484.0,56.0,78.0,20395.0,29542.0,4,950
workloada,baseline,3946.0,25342.118601115053,20431.0,38.6351622534384,25.0,661.0,52.0,85.0,20431.0,29596.0,4,950
workloada,baseline,4742.0,21088.148460565164,20478.0,46.01176872741479,32.0,485.0,52.0,81.0,20478.0,29611.0,4,950
workloada,alaska,4326.0,23116.042533518263,20371.0,42.915860782484906,32.0,1629.0,58.0,91.0,20371.0,29610.0,8,950
workloada,alaska,3979.0,25131.942699170646,20326.0,39.30674997540096,27.0,1663.0,53.0,85.0,20326.0,29632.0,8,950
workloada,baseline,4608.0,21701.38888888889,20563.0,44.7027184749307,28.0,667.0,53.0,81.0,20563.0,29494.0,8,950
workloada,baseline,4125.0,24242.424242424244,20560.0,40.123492217898836,32.0,737.0,51.0,90.0,20560.0,29324.0,8,950
workloada,alaska,4054.0,24666.9955599408,20676.0,39.81785645192494,32.0,624.0,51.0,82.0,20676.0,29419.0,16,950
workloada,alaska,4356.0,22956.84113865932,20630.0,43.766214251090645,28.0,25055.0,60.0,92.0,20630.0,29613.0,16,950
workloada,baseline,4348.0,22999.08003679853,20418.0,42.09138995004408,26.0,1235.0,52.0,76.0,20418.0,29433.0,16,950
workloada,baseline,4089.0,24455.85717779408,20573.0,40.30996937733923,32.0,13335.0,50.0,80.0,20573.0,29361.0,16,950
workloada,alaska,4293.0,23293.733985557887,20565.0,42.966739606126914,33.0,14463.0,52.0,79.0,20565.0,29575.0,32,950
workloada,alaska,4180.0,23923.444976076556,20460.0,41.931133919843596,34.0,18415.0,51.0,87.0,20460.0,29436.0,32,950
workloada,baseline,4423.0,22609.088853719197,20547.0,44.05027497931572,33.0,22303.0,51.0,92.0,20547.0,29587.0,32,950
workloada,baseline,4215.0,23724.79240806643,20230.0,40.66440929312902,26.0,527.0,52.0,80.0,20230.0,29629.0,32,950
workloada,alaska,4866.0,20550.76037813399,20371.0,48.17721270433459,37.0,1584.0,61.0,94.0,20371.0,29426.0,1,1050
workloada,alaska,4407.0,22691.17313365101,20274.0,43.10871066390451,27.0,1544.0,55.0,82.0,20274.0,29246.0,1,1050
workloada,baseline,3482.0,28719.126938541067,20624.0,36.09178626842514,25.0,31119.0,55.0,85.0,20624.0,29360.0,1,1050
workloada,baseline,4798.0,20842.017507294706,20303.0,47.41333793035512,33.0,18911.0,55.0,91.0,20303.0,29479.0,1,1050
workloada,alaska,4600.0,21739.130434782608,20421.0,46.65080064639342,32.0,22319.0,54.0,85.0,20421.0,29650.0,2,1050
workloada,alaska,4077.0,24527.83909737552,20653.0,40.85333849803902,32.0,16975.0,52.0,76.0,20653.0,29313.0,2,1050
workloada,baseline,4108.0,24342.745861733205,20427.0,40.064375581338425,32.0,533.0,57.0,85.0,20427.0,29550.0,2,1050
workloada,baseline,3230.0,30959.752321981425,20499.0,32.04712424996341,25.0,12471.0,42.0,78.0,20499.0,29564.0,2,1050
workloada,alaska,4370.0,22883.29519450801,20465.0,43.91492792572685,27.0,7923.0,57.0,96.0,20465.0,29287.0,4,1050
workloada,alaska,4790.0,20876.826722338206,20436.0,48.17748091603053,27.0,22447.0,56.0,81.0,20436.0,29496.0,4,1050
workloada,baseline,4507.0,22187.70800976259,20500.0,44.9050243902439,32.0,19791.0,61.0,85.0,20500.0,29582.0,4,1050
workloada,baseline,4396.0,22747.952684258416,20418.0,43.76324811440885,25.0,26559.0,52.0,84.0,20418.0,29499.0,4,1050
workloada,alaska,4159.0,24044.241404183696,20336.0,40.91158536585366,34.0,577.0,51.0,85.0,20336.0,29478.0,8,1050
workloada,alaska,3309.0,30220.61045633122,20434.0,32.526279729862,27.0,1606.0,42.0,72.0,20434.0,29766.0,8,1050
workloada,baseline,4890.0,20449.89775051125,20577.0,49.14564805365214,31.0,18703.0,55.0,83.0,20577.0,29270.0,8,1050
workloada,baseline,4955.0,20181.634712411706,20627.0,48.48964948853445,40.0,515.0,61.0,89.0,20627.0,29403.0,8,1050
workloada,alaska,4572.0,21872.265966754156,20610.0,44.83420669577875,33.0,459.0,59.0,87.0,20610.0,29492.0,16,1050
workloada,alaska,4893.0,20437.359493153486,20563.0,48.847444439041,33.0,14503.0,60.0,89.0,20563.0,29459.0,16,1050
workloada,baseline,4739.0,21101.498206372653,20615.0,46.48251273344652,34.0,7259.0,52.0,91.0,20615.0,29640.0,16,1050
workloada,baseline,3896.0,25667.35112936345,20498.0,37.802907600741534,24.0,8303.0,50.0,83.0,20498.0,29657.0,16,1050
workloada,alaska,4214.0,23730.422401518746,20478.0,42.9719699189374,35.0,14279.0,55.0,89.0,20478.0,29480.0,32,1050
workloada,alaska,4843.0,20648.35845550279,20548.0,47.85030173252871,33.0,1859.0,60.0,91.0,20548.0,29496.0,32,1050
workloada,baseline,4691.0,21317.41632914091,20752.0,46.95128180416346,34.0,22543.0,52.0,88.0,20752.0,29263.0,32,1050
workloada,baseline,4518.0,22133.68747233289,20652.0,43.88543482471432,26.0,641.0,52.0,84.0,20652.0,29445.0,32,1050
