time_ms,rss
0,2007040
150,20598784
300,50335744
450,80343040
600,109539328
750,139005952
900,159010816
1050,187936768
1201,217989120
1351,247726080
1501,276652032
1651,305037312
1801,306647040
1951,306647040
2061,303841280
2211,303841280
2362,303841280
2512,303841280
2662,303841280
2735,266674176
2885,266674176
3036,266674176
3186,266674176
3336,266674176
3412,221634560
3562,221634560
3712,221634560
3862,221634560
4012,221634560
4192,191098880
4342,191098880
4492,191098880
4642,191098880
4703,158355456
4853,158355456
5003,158355456
5153,158355456
5201,158355456
5351,158355456
5501,158355456
5652,158355456
5802,158355456
5952,158355456
6102,158355456
6252,158355456
6402,158355456
6552,158355456
6702,158355456
6852,158355456
7003,158355456
7153,158355456
7303,158355456
7453,158355456
7603,158355456
7753,158355456
7903,158355456
8053,158355456
8203,158355456
8354,158355456
8504,158355456
8654,158355456
8804,158355456
8954,158355456
9104,158355456
9254,158355456
9404,158355456
9554,158355456
9705,158355456
9855,158355456
10005,158355456
10155,158355456
10305,158355456
10455,158355456
10605,158355456
10755,158355456
10905,158355456
11056,158355456
11206,158355456
11356,158355456
11506,158355456
11656,158355456
11806,158355456
