suite,benchmark,config,time,stime,utime,major,minor,maxrss,status
SPEC2017,605.mcf_s,nohoisting,55.757438,0.131993,55.625445,0,151506,561276,0
SPEC2017,605.mcf_s,notracking,48.487666999999995,0.119989,48.367678,0,151487,561400,0
SPEC2017,620.omnetpp_s,nohoisting,95.984696,0.075991,95.908705,0,57441,236152,0
SPEC2017,620.omnetpp_s,notracking,86.347466,0.063993,86.283473,0,63974,228152,0
SPEC2017,623.xalancbmk_s,nohoisting,183.56076000000002,0.195983,183.364777,0,93558,384076,0
SPEC2017,623.xalancbmk_s,notracking,152.80564,0.147986,152.657654,0,89934,367328,0
SPEC2017,625.x264_s,nohoisting,33.61921,0.07998799999999999,33.539222,0,39703,162500,0
SPEC2017,625.x264_s,notracking,19.978083,0.067993,19.91009,0,39473,161376,0
SPEC2017,631.deepsjeng_s,nohoisting,82.29921900000001,1.3158590000000001,80.98336,0,1760954,7046648,0
SPEC2017,631.deepsjeng_s,notracking,61.859415,1.323901,60.535514,0,1760910,7046624,0
SPEC2017,641.leela_s,nohoisting,216.830759,0.011998,216.818761,0,11668,70348,0
SPEC2017,641.leela_s,notracking,206.964765,0.011998,206.952767,0,11485,70284,0
SPEC2017,657.xz_s,nohoisting,16.271491,0.155995,16.115496,0,170664,571792,0
SPEC2017,657.xz_s,notracking,14.25466,0.15198499999999998,14.102675,0,170574,571264,0
SPEC2017,619.lbm_s,nohoisting,112.06515399999999,0.655936,111.409218,0,825143,3302956,0
SPEC2017,619.lbm_s,notracking,110.972859,0.615938,110.356921,0,825140,3303096,0
SPEC2017,638.imagick_s,nohoisting,29.847140000000003,0.007999,29.839141,0,6020,70372,0
SPEC2017,638.imagick_s,notracking,29.653837,0.0,29.653837,0,5146,70316,0
SPEC2017,644.nab_s,nohoisting,74.709593,0.003999,74.705594,0,4114,70384,0
SPEC2017,644.nab_s,notracking,51.983381,0.003999,51.979382,0,3997,70388,0
