time_ms,rss
0,2019328
150,28467200
300,77668352
450,127950848
600,158228480
750,204185600
900,252846080
1050,298532864
1200,307183616
1350,307183616
1521,298946560
1671,298946560
1822,298946560
1986,258367488
2136,258367488
2286,258367488
2436,258367488
2586,258367488
2657,227471360
2807,227471360
2957,227471360
3107,227471360
3257,227471360
3317,202854400
3467,202854400
3617,202854400
3767,202854400
3922,171896832
4072,171896832
4222,171896832
4372,171896832
4523,171896832
4566,158203904
4716,158203904
4867,158203904
5017,158203904
5167,158203904
5317,158203904
5467,158203904
5617,158203904
5767,158203904
5917,158203904
6067,158203904
6217,158203904
6368,158203904
6518,158203904
6668,158203904
6818,158203904
6968,158203904
7118,158203904
7268,158203904
7418,158203904
7568,158203904
7718,158203904
7869,158203904
8019,158203904
8169,158203904
8319,158203904
8469,158203904
8619,158203904
8769,158203904
8919,158203904
9069,158203904
9219,158203904
9370,158203904
9520,158203904
9670,158203904
9820,158203904
9970,158203904
10120,158203904
10270,158203904
10420,158203904
10570,158203904
10720,158203904
10871,158203904
11021,158203904
11171,158203904
